time delay,stg_pos,V_in,V_out,ratio,DVD
-24.5,51.6755,-25.850285000000003,-42.421825,-0.609385575,3.642803e-05
-24.0,51.7565,-25.927485,-42.450345,-0.61080573,3.6517105e-05
-23.5,51.844224999999994,-25.957720000000002,-42.505755,-0.610729795,3.65064e-05
-23.0,51.900099999999995,-25.942595,-42.421835,-0.6115709899999999,3.662918e-05
-22.5,52.0044,-25.90733,-42.455394999999996,-0.610238955,3.6574405e-05
-22.0,52.047399999999996,-25.87545,-42.56451,-0.6079211250000001,3.6584525e-05
-21.5,52.156349999999996,-25.937565,-42.44029,-0.611183755,3.662622e-05
-21.0,52.197900000000004,-25.870415,-42.42352,-0.609840825,3.660045e-05
-20.5,52.305674999999994,-25.88049,-42.44704,-0.609735135,3.6678554999999995e-05
-20.0,52.34757499999999,-25.92747,-42.44366,-0.610877265,3.6684825e-05
-19.5,52.4567,-25.905635,-42.386565000000004,-0.611194125,3.6645095e-05
-19.0,52.498475,-25.87711,-42.401725,-0.61032715,3.6475635e-05
-18.5,52.606525,-25.877125,-42.42856,-0.609931275,3.6520235000000006e-05
-18.0,52.647425,-25.88551,-42.44701,-0.6098483349999999,3.650635e-05
-17.5,52.755700000000004,-25.87545,-42.460404999999994,-0.6094240049999999,3.651822e-05
-17.0,52.79752499999999,-25.860345000000002,-42.490635,-0.60863416,3.659041e-05
-16.5,52.90605000000001,-25.8368,-42.497355,-0.607999415,3.6633165000000005e-05
-16.0,52.94665,-25.915675,-42.458735000000004,-0.61040246,3.6752725e-05
-15.5,53.05597368421053,-25.9122,-42.44248947368421,-0.6105558052631579,3.66084947368421e-05
-15.0,53.094880952380954,-25.854971428571428,-42.40313333333333,-0.6097694666666668,3.647077142857143e-05
-14.5,53.206425,-25.875400000000003,-42.423505,-0.6099506,3.672139e-05
-14.0,53.24715,-25.887175000000003,-42.47052,-0.609563235,3.6526e-05
-13.5,53.357025,-25.91571,-42.473895,-0.61017775,3.6401795e-05
-13.0,53.397175000000004,-25.922424999999997,-42.467145,-0.610447605,3.6417935000000005e-05
-12.5,53.508050000000004,-25.893905,-42.453705,-0.6099518899999999,3.6372980000000004e-05
-12.0,53.54655,-25.840224999999997,-42.4319,-0.60900578,3.640305e-05
-11.5,53.659000000000006,-25.93085,-42.418465000000005,-0.61132533,3.6523895e-05
-11.0,53.697775,-25.88885,-42.4168,-0.61037915,3.6465015e-05
-10.5,53.808575,-25.915725000000002,-42.39498,-0.61132304,3.647543e-05
-10.0,53.8481,-25.86536,-42.396654999999996,-0.610104165,3.6407685e-05
-9.5,53.957575,-25.90566,-42.455415,-0.61020486,3.6433465e-05
-9.0,53.99657499999999,-25.91237,-42.450365,-0.610444245,3.6392360000000005e-05
-8.5,54.107899999999994,-25.855310000000003,-42.42347,-0.609476825,3.6509695e-05
-8.0,54.146975,-25.90063,-42.383215,-0.61107484,3.648626e-05
-7.5,54.2564,-25.893915,-42.477215,-0.609613065,3.6440595e-05
-7.0,54.29662499999999,-25.987905,-42.45036,-0.61221492,3.6601705e-05
-6.5,54.40689999999999,-25.877105,-42.47217,-0.6092971150000001,3.646872e-05
-6.0,54.446875,-25.79151,-42.420145000000005,-0.6080337250000001,3.6281755e-05
-5.5,54.556025,-25.888875000000002,-42.415095,-0.61039025,3.6419590000000005e-05
-5.0,54.596399999999996,-25.914065,-42.41512,-0.6109673449999999,3.658842e-05
-4.5,54.70675,-25.863695,-42.42686,-0.609616675,3.652119e-05
-4.0,54.74705,-25.789839999999998,-42.44198,-0.607681585,3.645265e-05
-3.5,54.856550000000006,-25.825105,-42.44031,-0.6085284,3.6489715e-05
-3.0,54.897175000000004,-25.89222,-42.442,-0.610060305,3.654735e-05
-2.5,55.006775000000005,-25.92747,-42.46548,-0.61057387,3.654083e-05
-2.0,55.047375,-26.04833,-42.44029,-0.613754865,3.653029e-05
-1.5,55.15595,-25.25444,-42.421814999999995,-0.5953621250000001,3.6507755e-05
-1.0,55.196524999999994,-5.81097555,-42.353025,-0.13467437499999999,3.6674785e-05
-0.5,55.306675,29.7626,-42.215395,0.70594918,3.6465195000000004e-05
0.0,55.34665,65.07092,-42.327815,1.536854055,3.6440295e-05
0.5,55.45632500000001,72.72809,-42.492315000000005,1.71174,3.62708e-05
1.0,55.495875,70.67868,-42.645095,1.6575,3.6375085e-05
1.5,55.606975,70.863315,-42.666915,1.6609500000000001,3.6447075000000004e-05
2.0,55.645799999999994,75.672135,-42.66689,1.773585,3.6527435e-05
2.5,55.75725,78.226755,-42.589704999999995,1.8368950000000002,3.656422e-05
3.0,55.79622500000001,76.130365,-42.5561,1.78907,3.653643e-05
3.5,55.907075,73.127555,-42.509105,1.7203399999999998,3.666633e-05
4.0,55.945550000000004,69.361075,-42.589665000000004,1.628895,3.682181e-05
4.5,56.0576,68.4161,-42.6669,1.60363,3.650188e-05
5.0,56.09589999999999,70.29429999999999,-42.584649999999996,1.6508600000000002,3.655134e-05
5.5,56.209342105263154,72.05404736842105,-42.62095789473684,1.6907157894736844,3.6689463157894735e-05
6.0,56.24483333333333,72.23653333333334,-42.58695238095238,1.696357142857143,3.6480714285714286e-05
6.5,56.35822499999999,71.30977,-42.613189999999996,1.6735600000000002,3.6666195e-05
7.0,56.3966,68.886095,-42.64168,1.6155950000000001,3.6671689999999996e-05
7.5,56.50765,67.432515,-42.593,1.58338,3.6573885000000005e-05
8.0,56.54617499999999,67.74135,-42.584649999999996,1.59089,3.666267e-05
8.5,56.65755,68.71654,-42.52592,1.616025,3.673926e-05
9.0,56.696175000000004,69.25867,-42.584665,1.6265699999999998,3.6558955000000004e-05
9.5,56.807525,69.35607999999999,-42.598065000000005,1.6283699999999999,3.6554265e-05
10.0,56.84589999999999,68.191175,-42.61651500000001,1.600225,3.661072e-05
10.5,56.956425,66.96759,-42.629975,1.57105,3.6613185e-05
11.0,56.996624999999995,66.685585,-42.66017,1.563305,3.653056e-05
11.5,57.10665,66.826595,-42.5964,1.56897,3.6461555e-05
12.0,57.146024999999995,67.18577,-42.569575,1.57841,3.6385305e-05
12.5,57.25857499999999,67.6423,-42.56951,1.589125,3.6553875e-05
13.0,57.2965,67.177385,-42.5796,1.5778,3.638016e-05
13.5,57.40835,66.806435,-42.58462,1.5689899999999999,3.6416870000000005e-05
14.0,57.445925,66.36166,-42.51415,1.5610950000000001,3.6559324999999996e-05
14.5,57.55924999999999,66.40772222222222,-42.53636111111111,1.5612944444444445,3.648785555555555e-05
15.0,57.592954545454546,66.4185818181818,-42.608895454545454,1.5589454545454544,3.6661686363636364e-05
15.5,57.707368421052635,66.90554210526317,-42.50080526315789,1.5743526315789473,3.646853684210526e-05
16.0,57.743904761904766,66.73754761904762,-42.62051904761905,1.566042857142857,3.6586395238095234e-05
16.5,57.85865,66.621805,-42.561125,1.56546,3.6537015e-05
17.0,57.895500000000006,66.141785,-42.65178,1.55085,3.660383e-05
17.5,58.00750000000001,65.962175,-42.59975,1.548545,3.6613985e-05
18.0,58.04517499999999,66.118265,-42.59133,1.5525499999999999,3.658387e-05
18.5,58.158024999999995,66.33479,-42.62323,1.556465,3.6699645e-05
19.0,58.1957,66.442215,-42.566175,1.56104,3.665063e-05
19.5,58.308074999999995,66.470775,-42.634995,1.55917,3.6610615e-05
20.0,58.346275000000006,66.245845,-42.588,1.55565,3.673257e-05
20.5,58.45890000000001,66.056175,-42.525905,1.553495,3.6589149999999995e-05
21.0,58.49679999999999,66.101515,-42.55444,1.55348,3.656757e-05
21.5,58.608349999999994,66.108205,-42.628319999999995,1.55091,3.660416e-05
22.0,58.64725,66.08972,-42.59807,1.5515750000000001,3.667835e-05
22.5,58.759299999999996,66.05616,-42.52086,1.55356,3.6625085e-05
23.0,58.797974999999994,65.95376999999999,-42.59134,1.548605,3.67294e-05
23.5,58.90839999999999,65.844705,-42.60645,1.5455299999999998,3.6722825e-05
24.0,58.9465,65.67181500000001,-42.58464,1.54227,3.681481e-05
24.5,59.058475,65.58617000000001,-42.640015,1.538265,3.6822904999999996e-05
25.0,59.096799999999995,65.559305,-42.61653,1.5385300000000002,3.684962e-05
25.5,59.206868421052626,65.60516842105262,-42.564405263157894,1.5414,3.664478947368421e-05
26.0,59.24442857142857,65.4299380952381,-42.567766666666664,1.5371904761904762,3.688119523809524e-05
