time delay,stg_pos,V_in,V_out,ratio,DVD
-19.0,51.0005,-39.726434999999995,3.1425650000000003,12.65147,4.2211365e-05
-18.0,51.1764,-39.744575,3.155665,12.609245,4.2348965e-05
-17.0,51.325374999999994,-39.743055,3.154165,12.615779999999999,4.2311520000000004e-05
-16.0,51.475675,-39.733505,3.13753,12.68189,4.241833e-05
-15.0,51.624675,-39.718894999999996,3.14055,12.661515,4.213953e-05
-14.0,51.7752,-39.72494,3.128465,12.711115,4.2095635e-05
-13.0,51.924575000000004,-39.72594,3.1239350000000004,12.733889999999999,4.224821e-05
-12.0,52.0754,-39.734494999999995,3.117375,12.763589999999999,4.220026e-05
-11.0,52.225424999999994,-39.744065,3.112845,12.784189999999999,4.2174665e-05
-10.0,52.375975000000004,-39.737515,3.120405,12.750255,4.218049e-05
-9.0,52.527475,-39.749105,3.14407,12.65423,4.205351e-05
-8.0,52.676199999999994,-39.74456,3.19847,12.44301,4.2194880000000004e-05
-7.0,52.825125,-39.73601,3.201495,12.422195,4.221434e-05
-6.0,52.973425,-39.72946,3.202495,12.41615,4.209199e-05
-5.0,53.1253,-39.728449999999995,3.195945,12.44152,4.194303e-05
-4.0,53.275200000000005,-39.712855000000005,3.1722799999999998,12.52525,4.2163645e-05
-3.0,53.425325,-39.7194,3.190915,12.45388,4.206658e-05
-2.0,53.57705,-39.65898,3.176805,12.492754999999999,4.216297e-05
-1.0,53.727250000000005,-31.19293,3.209535,9.76365,4.215133e-05
0.0,53.877975000000006,62.01826,3.357095,-18.142813014999998,4.2173580000000004e-05
1.0,54.0256,181.94475,3.559,-51.16644,4.2071735e-05
2.0,54.17379999999999,168.5068,3.5449150000000005,-47.55829,4.203229e-05
3.0,54.313175,157.99785,3.49456,-45.29502,4.1727275e-05
4.0,54.477,160.98007142857142,3.43485,-46.95044285714285,4.168008571428571e-05
4.5,54.49183333333334,160.18316666666666,3.48785,-45.979366666666664,4.238828333333333e-05
5.0,54.623374999999996,157.56824999999998,3.42607,-46.07768,4.20646e-05
6.0,54.77605,147.54185,3.4235700000000002,-43.189975,4.190137e-05
7.0,54.9261,146.19580000000002,3.43917,-42.568705,4.2093170000000003e-05
8.0,55.073575000000005,147.31775,3.441185,-42.867734999999996,4.191653e-05
9.0,55.22552777777778,145.2616111111111,3.451494444444444,-42.15295555555556,4.195945e-05
9.5,55.242999999999995,145.13600000000002,3.29315,-44.090999999999994,4.25532e-05
10.0,55.3731,140.8788,3.43465,-41.08161,4.2078395e-05
11.0,55.525,136.5529,3.431125,-39.841295,4.2082030000000003e-05
12.0,55.666399999999996,134.428,3.421055,-39.340044999999996,4.2092194999999996e-05
13.0,55.82984210526316,132.5443684210526,3.4293736842105265,-38.70601578947369,4.203692631578947e-05
13.5,55.8405,131.485,3.4039,-38.6274,4.12919e-05
14.0,55.973575000000004,129.58855,3.4084650000000005,-38.07691,4.1732055000000003e-05
15.0,56.1253,126.9318,3.4049350000000005,-37.323905,4.2005465e-05
16.0,56.277075,125.14059999999999,3.39487,-36.903315,4.1799245e-05
17.0,56.4254,123.66075000000001,3.4054450000000003,-36.344495,4.191845e-05
18.0,56.575525000000006,121.99395,3.4069450000000003,-35.839415,4.1929865000000004e-05
19.0,56.72315,120.58345,3.412485,-35.36551,4.191603e-05
20.0,56.8738,119.45920000000001,3.3918350000000004,-35.252445,4.1964415e-05
21.0,57.023025000000004,118.24005,3.38026,-35.024860000000004,4.1825525e-05
22.0,57.1683,116.93634999999999,3.381265,-34.631009999999996,4.2006390000000004e-05
23.0,57.32767647058824,115.77311764705883,3.399776470588235,-34.09568235294118,4.208517647058824e-05
23.5,57.3425,115.536,3.3569333333333335,-34.46863333333334,4.2269e-05
24.0,57.475350000000006,114.54665,3.38479,-33.885464999999996,4.1995355e-05
25.0,57.626675,113.48965000000001,3.406445,-33.360565,4.203174e-05
26.0,57.775099999999995,112.78119999999998,3.3988799999999997,-33.234339999999996,4.1934765e-05
27.0,57.92552500000001,112.1569,3.3857999999999997,-33.172039999999996,4.207008e-05
28.0,58.07452500000001,111.4519,3.41802,-32.648935,4.192042e-05
29.0,58.224875,110.92625000000001,3.40594,-32.607625,4.207811e-05
30.0,58.367399999999996,110.47805000000001,3.4195300000000004,-32.33153,4.1939615e-05
31.0,58.514184210526324,109.97657894736841,3.408178947368421,-32.292842105263155,4.173554210526316e-05
31.5,58.5445,110.96,3.4241,-32.4059,4.0626e-05
