time delay,stg_pos,V_in,V_out,ratio,DVD
101.0,70.5005,-27.02853,-21.30497,-1.268665,3.4252405e-05
102.0,70.673975,-27.04197,-21.333475,-1.26766,3.4440845e-05
103.0,70.82402499999999,-26.89762,-21.29154,-1.26332,3.4422290000000003e-05
104.0,70.97614999999999,-26.832169999999998,-21.325115,-1.2582900000000001,3.4646950000000005e-05
105.0,71.126225,-26.86408,-21.345260000000003,-1.258605,3.4493995e-05
106.0,71.2779,-26.77178,-21.368745,-1.25292,3.4307505e-05
107.0,71.426975,-26.721375000000002,-21.315050000000003,-1.253685,3.4283300000000004e-05
108.0,71.575375,-26.751614999999997,-21.370375000000003,-1.2518449999999999,3.4229965e-05
109.0,71.72605,-26.711335,-21.28986,-1.254675,3.440366e-05
110.0,71.8746,-26.7281,-21.316675,-1.25393,3.4452065e-05
111.0,72.02482499999999,-26.642485,-21.321735,-1.249595,3.445879e-05
112.0,72.17535000000001,-26.630734999999998,-21.33349,-1.248395,3.441909e-05
113.0,72.3254,-26.67269,-21.288165,-1.25298,3.4348564999999996e-05
114.0,72.476125,-26.748244999999997,-21.320045,-1.25465,3.4178895e-05
115.0,72.62575,-26.773410000000002,-21.33852,-1.254735,3.4216965000000006e-05
116.0,72.775225,-26.798584999999996,-21.263005,-1.2603849999999999,3.429604e-05
117.0,72.92530000000001,-26.86574,-21.33182,-1.259465,3.4333785e-05
118.0,73.07487499999999,-26.897675,-21.304955,-1.262565,3.450903e-05
119.0,73.224875,-26.919475,-21.321745,-1.2626,3.4579095e-05
120.0,73.375875,-27.028575,-21.298245,-1.26908,3.450643e-05
121.0,73.526225,-27.09234,-21.356965,-1.26858,3.454378e-05
122.0,73.677175,-27.167894999999998,-21.343535,-1.272915,3.4413454999999995e-05
123.0,73.82782499999999,-27.193075,-21.328445000000002,-1.275015,3.4621065000000004e-05
124.0,73.976175,-27.263550000000002,-21.397285,-1.27423,3.4658075000000004e-05
125.0,74.12542499999999,-27.30047,-21.36539,-1.27786,3.4577935e-05
126.0,74.275225,-27.3307,-21.358645000000003,-1.27965,3.457323e-05
127.0,74.4251,-27.347505,-21.367005,-1.279965,3.448747e-05
128.0,74.575375,-27.37769,-21.26972,-1.2872350000000001,3.456927e-05
129.0,74.72515,-27.4767,-21.301595,-1.289965,3.45599e-05
130.0,74.876025,-27.449850000000005,-21.246195,-1.2920349999999998,3.465406e-05
131.0,75.026775,-27.389425,-21.36035,-1.28232,3.454884e-05
132.0,75.176075,-27.377654999999997,-21.378815,-1.28062,3.4737389999999996e-05
133.0,75.32515,-27.357555,-21.320055000000004,-1.28322,3.4661295e-05
134.0,75.47545,-27.278665,-21.346915000000003,-1.27792,3.4574090000000004e-05
135.0,75.624825,-27.21487,-21.333505,-1.27574,3.444208e-05
136.0,75.77475,-27.2132,-21.358645000000003,-1.274145,3.4654735e-05
137.0,75.92592499999999,-27.102445,-21.350255,-1.26946,3.450573e-05
138.0,76.0759,-27.06552,-21.303275000000003,-1.27054,3.4508735e-05
139.0,76.227625,-27.045299999999997,-21.33013,-1.268005,3.4685595000000005e-05
140.0,76.3774,-26.978159999999995,-21.333460000000002,-1.26464,3.462741e-05
141.0,76.52585,-26.847289999999997,-21.32676,-1.258915,3.456792e-05
142.0,76.67585,-26.83551,-21.343525,-1.25735,3.4609129999999996e-05
143.0,76.82509999999999,-26.80868,-21.3721,-1.2544,3.446365e-05
144.0,76.97517500000001,-26.738135,-21.363685,-1.251595,3.446585e-05
145.0,77.12635,-26.66266,-21.382155,-1.246995,3.4559655000000004e-05
146.0,77.27645,-26.644195000000003,-21.372085000000002,-1.2467700000000002,3.4539915e-05
147.0,77.427025,-26.56865,-21.397275,-1.241795,3.4386349999999996e-05
148.0,77.57795,-26.612299999999998,-21.328425000000003,-1.24777,3.455134e-05
149.0,77.7264,-26.615654999999997,-21.350225000000002,-1.246655,3.473516e-05
150.0,77.875725,-26.64252,-21.355325,-1.24763,3.451555e-05
